header,class,mechanism,group
ACou|NC_002952.2859942|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE
CARD|phgb|AY047358|1710-2352|ARO:3003552|fusB|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,Fusidic acid,Ribosomal zinc-binding protein,FUSB
Gly|VanX-Ao1|AF060799|2604-3212|609|Glycopeptides|VanA-type_resistance_protein|VANXA,Glycopeptides,VanA-type resistance protein,VANXA
MLS|KC539823.1|gene1|MLS|ABC_transporter|VGA,MLS,ABC transporter,VGA
Bla|NC_010063.5774822|betalactams|Class_A_betalactamases|BLAZ,betalactams,Class A betalactamases,BLAZ
Bla|CTX-M-63|AB205197|4-876|873|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|SHV-11_9_FJ483937|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|CTX-M-131|JN969893|1-873|873|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|684194166|gb|KJ997966.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|HERA-3|AF398335|1-873|873|betalactams|Class_A_betalactamases|HERA,betalactams,Class A betalactamases,HERA
550|EU503121.1|EU503121|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Rif|CP000647.1|gene4402|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
Sul|sul2_8_AJ877041|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII
gi|387861052|gb|JQ711185.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|ACT-5|FJ237369|1-1146|1146|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
Flq|CP000308.1|gene965|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
gi|81365634|gb|DQ105528.2|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|phgb|AB061440|305-770|ARO:3002870|tet34|Tetracyclines|Tetracycline_inactivation_enzymes|TET34,Tetracyclines,Tetracycline inactivation enzymes,TET34
CARD|phgb|NC_007779|1745170-1746544|ARO:3001327|mdtK|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTK,Multi-drug resistance,Multi-drug efflux pumps,MDTK
Bla|CMY-16|FM995219|3672-4817|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Gly|VanA-Ao2|HQ679900|1034-2080|1047|Glycopeptides|VanA-type_resistance_protein|VANA,Glycopeptides,VanA-type resistance protein,VANA
1243|KC479325.2|KC479325|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|Z21956|191-1079|ARO:3003665|NmcR|betalactams|Betalactamase_regulator|NMCR,betalactams,Betalactamase regulator,NMCR
CARD|phgb|AM087454|208-1069|ARO:3001015|TEM-148|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|387568115|gb|JQ664733.1|betalactams|Class_C_betalactamases|MIR,betalactams,Class C betalactamases,MIR
gi|46401609|dbj|AB177384.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|GOB-9|AY647246|1-873|873|betalactams|Class_B_betalactamases|GOB,betalactams,Class B betalactamases,GOB
1203|AF318077.1|AF318077|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
Flq|QnrB17_1_JN173051|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
gi|134154076|gb|EF468463.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|SHV-1|AF148850|6-866|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|OXY1-5|AY077483|181-1056|876|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
ENA|czcD|CAA67085|CAA67085.1Cupriavidusmetalliduranshypotheticalprotein,Metal resistance,metal RND efflux pump,czcD
ENA|cpxA|BAH60994|BAH60994.1Klebsiellapneumoniaesubsp.pneumoniaeNTUH-K2044sensorproteinofstress-relatedtwo-componentregulatorysystem,Drug and biocide resistance,drug and biocide efflux regulator,cpxA
1090|DQ303459.3|DQ303459|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|SHV-1_16_FJ668800|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Gly|VanH|DQ246438|124-1179|1056|Glycopeptides|VanA-type_resistance_protein|VANHA,Glycopeptides,VanA-type resistance protein,VANHA
OXA|KF057027.1|gene1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|CMY-94|JX514368|272-1417|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
MLS|ermC_12_Y09003|MLS|23S_rRNA_methyltransferases|ERMC,MLS,23S rRNA methyltransferases,ERMC
AGly|Aac6-Ib|M21682|380-985|606|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|SHV-25|AF208796|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
1435|AY489045.1|AY489045|Glycopeptides|VanD-type_regulator|VANRD,Glycopeptides,VanD-type regulator,VANRD
gi|388564831|gb|JQ733572.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|cphA1_4_AY261376|betalactams|Class_B_betalactamases|CPHA,betalactams,Class B betalactamases,CPHA
Bla|AY528518.1|gene1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|phgb|HE999704|2734780-2736181|ARO:3000421|norB|Multi-drug_resistance|Multi-drug_efflux_pumps|NORB,Multi-drug resistance,Multi-drug efflux pumps,NORB
CARD|phgb|U35369|839-2183|ARO:3002932|vanSB|Glycopeptides|VanB-type_regulator|VANSB,Glycopeptides,VanB-type regulator,VANSB
Bla|OXA-195|HQ425493|1-822|822|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|cfxA4|AY769933|1-966|966|betalactams|Class_A_betalactamases|CFX,betalactams,Class A betalactamases,CFX
Mdr|AB566411.1|gene1|Multi-drug_resistance|Multi-drug_efflux_pumps|QACAB,Multi-drug resistance,Multi-drug efflux pumps,QACAB
MLS|vgaa-LC|DQ823382|1-1569|1569|MLS|ABC_transporter|VGA,MLS,ABC transporter,VGA
gi|573461058|emb|HG798963.1|betalactams|Class_C_betalactamases|DHA,betalactams,Class C betalactamases,DHA
Bla|TEM-167|FJ360884|214-1074|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
ENA|fabL/ygaA|BAA24484|BAA24484.1BacillussubtilisYfhR:Location:1..753,Phenolic compound resistance,phenol resistance protein,fabL
gi|90855321|emb|AJ920369.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Rif|CP000675.2|gene392|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
CARD|phgb|AY847148|8-884|ARO:3001933|CTX-M-72|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Flq|CP002695.1|gene1275|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC
Bla|EU408358.1|gene24|betalactams|Class_B_betalactamases|LRA,betalactams,Class B betalactamases,LRA
CARD|phgb|BX664015|103017-103833|ARO:3002641|APH3-PRIME-Ia|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
Bla|NC_010066.5774791|betalactams|Class_A_betalactamases|BLAZ,betalactams,Class A betalactamases,BLAZ
gi|56541833|emb|AJ309734.2|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|X55652|1123-1939|ARO:3002536|AAC3-IIIa|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
Bla|B-1|AF189298|1-750|750|betalactams|Class_B_betalactamases|BLAB,betalactams,Class B betalactamases,BLAB
Bla|CTX-M-101|HQ398214|250-1125|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|296955|emb|X65254.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|OKP-B-16|AM850918|25-885|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
gi|343480073|gb|JF274247.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Sul|sul1_26_AY524415|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
MLS|mphA_2_U36578|MLS|Macrolide_phosphotransferases|MPHA,MLS,Macrolide phosphotransferases,MPHA
Bla|IMP-13_1_AJ512502|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
503|FJ848785.1|FJ848785|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
CARD|phgb|FJ483516.1|0-252|ARO:3000860|rmtB|Aminoglycosides|16S_rRNA_methyltransferases|RMTB,Aminoglycosides,16S rRNA methyltransferases,RMTB
Bla|CTX-M-7|AJ005045|1-876|976|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
ENA|pdrM|AAK99856|AAK99856.1StreptococcuspneumoniaeR6Conservedhypotheticalprotein,Drug and biocide resistance,drug and biocide resistance protein,norM
CARD|phgb|EF660563|392-845|ARO:3002850|arr-5|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
Tet|tetL_1_HM235948|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETL,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETL
Sul|sul1_17_AM746675|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
ENA|qacF|AAD22143|AAD22143.3Enterobacteraerogenesquarternaryammoniumdeterminant:Location:1..333,Drug and biocide resistance,drug and biocide SMR efflux pump,qacF
299|FJ349556.1|FJ349556|Glycopeptides|VanM-type_accessory_protein|VANYM,Glycopeptides,VanM-type accessory protein,VANYM
gi|751813261|gb|KM979379.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|323473327|gb|HQ858608.1|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM
Gly|VanRc3|AY033764|3846-4541|696|Glycopeptides|VanC-type_regulator|VANRC,Glycopeptides,VanC-type regulator,VANRC
AGly|Aac3-Ib|Aac6-Ib|AF355189|1435-2439|1005|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
CARD|phgb|AE004091.2|4903465-4904596|ARO:3003030|mexV|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXV,Multi-drug resistance,Multi-drug efflux pumps,MEXV
Sul|sul2_3_HQ340942|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII
MLS|ermG_2_L42817|MLS|23S_rRNA_methyltransferases|ERMG,MLS,23S rRNA methyltransferases,ERMG
gi|325560583|gb|HQ913565.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|BlaZ|AB245469|2235-3080|861|betalactams|Class_A_betalactamases|BLAZ,betalactams,Class A betalactamases,BLAZ
Bla|Y17715.1|gene1|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
gi|378939968|gb|JN935136.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|537430806|gb|KF057033.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|U46859|22365-24057|ARO:3003049|rosB|Cationic_antimicrobial_peptides|Cationic_antimicrobial_peptide_efflux_pumps|rosB,Cationic antimicrobial peptides,Cationic antimicrobial peptide efflux pumps,rosB
Bla|A2|NC_010410|2507740-2509014|1275|betalactams|Class_A_betalactamases|BLAA,betalactams,Class A betalactamases,BLAA
CARD|phgb|AF174129|6335-7211|ARO:3001872|CTX-M-9|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|25989459|gb|AY079099.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|EU477409.1|gene1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Flq|NC_002758.1121330|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC
Flq|NC_009725.1.5460264|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
Bla|VIM-13|DQ365886|1-801|801|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM
122|AJ579365.1|AJ579365|MLS|Streptogramin_resistance_ATP-binding_cassette_ABC_efflux_pumps|LSA,MLS,Streptogramin resistance ATP-binding cassette ABC efflux pumps,LSA
Bla|LEN-26_1_JQ067123|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN
Bla|OXA-7|X75562|135-935|801|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
ENA|abeM|AIL80156|AIL80156.1AcinetobacterbaumanniimultidrugtransporterMatE,Metal and biocide resistance,metal and biocide resistance protein,abeM
Mdr|oqxB_1_EU370913|Multi-drug_resistance|Multi-drug_efflux_pumps|OQXB,Multi-drug resistance,Multi-drug efflux pumps,OQXB
Bla|LEN-22|AM850912|1-861|861|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN
Tet|TetA|JX424423|94438-95712|1275|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
gi|160948432|emb|AM176546.2|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
ENA|merA|AAA88368|AAA88368.1PlasmidpDU1358partialmercuricreductase:Location:1..359,Mercury resistance,mercuric resistance protein,merA
Bla|ROB-1|AF022114|303-1220|918|betalactams|Class_A_betalactamases|ROB,betalactams,Class A betalactamases,ROB
Gly|ddlA2_2_AL939117|Glycopeptides|VanA-type_resistance_protein|VANA,Glycopeptides,VanA-type resistance protein,VANA
1374|DQ077487.1|DQ077487|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET33,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET33
Bla|AB900900.1|gene1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|125658581|gb|EF373969.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
545|L25617.1|PSEAACDINT|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
gi|544207403|gb|KF203102.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|LEN-5|AY633109|1-861|861|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN
Tet|TetL|FN435329|1-1377|1377|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETL,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETL
MLS|M62487.1|gene1|MLS|23S_rRNA_methyltransferases|ERMF,MLS,23S rRNA methyltransferases,ERMF
Bla|SHV-33|AY037779|89-949|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|OKP-B-11|AM051161|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
Elf|CP000647.1|gene3761|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB
1253|AF315351.1|AF315351|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|784887|gb|L07945.1|PSEBLAOXA3|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|3851587|gb|AF093512.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|OXA-192|JF273470|1-810|810|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|OXA-69|AY750911|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|OXA-51_5_EU25594|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|DQ157752.1|gene2|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB
Bla|TEM-112|AY589493|167-1027|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|322719693|gb|HQ734811.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|SHV_142|JQQ029959|29-899|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
721|AB014481.1|AB014481|MLS|23S_rRNA_methyltransferases|ERMB,MLS,23S rRNA methyltransferases,ERMB
Bla|AF518567.2|gene4|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|TEM-7|AF527798|1-785|785|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|CMY-18|AY743434|47-1198|1152|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|SHV-6|Y11069|1-780|780|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|phgb|NC_002516.2|5584100-5585549|ARO:3003682|OpmH|Multi-drug_resistance|Multi-drug_efflux_pumps|OPMH,Multi-drug resistance,Multi-drug efflux pumps,OPMH
Bla|OKP-B-19|AM850921|25-885|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
Bla|SHV-64|DQ174304|5-865|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
AGly|AY115475.1|gene3|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
gi|11527183|gb|AF259520.1|betalactams|Class_C_betalactamases|DHA,betalactams,Class C betalactamases,DHA
Bla|A|CP003048|1-885|885|betalactams|Class_A_betalactamases|BLAA,betalactams,Class A betalactamases,BLAA
CARD|phgb|X95635|259-1663|ARO:3000812|mtrE|Multi-drug_resistance|Multi-drug_efflux_pumps|MTRE,Multi-drug resistance,Multi-drug efflux pumps,MTRE
Bla|OXA-12|U10251|181-975|795|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|265260944|gb|GU127598.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
MLS|ermC_15_U82607|MLS|23S_rRNA_methyltransferases|ERMC,MLS,23S rRNA methyltransferases,ERMC
Bla|TEM-107|AY101764|207-1067|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MLS|mphC_1_AB013298|MLS|Macrolide_phosphotransferases|MPHC,MLS,Macrolide phosphotransferases,MPHC
1307|AM412777.1|AM412777|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|OCH-8|DQ489307|1071-2243|1173|betalactams|Class_C_betalactamases|OCH,betalactams,Class C betalactamases,OCH
gi|698174191|gb|KM087850.1|betalactams|Class_C_betalactamases|DHA,betalactams,Class C betalactamases,DHA
ENA|merD|AAA88370|AAA88370.1PlasmidpDU1358mercuryresistanceprotein:Location:1..366,Mercury resistance,mercuric resistance regulator,merD
MLS|ermX_4_NC_005206|MLS|23S_rRNA_methyltransferases|ERMX,MLS,23S rRNA methyltransferases,ERMX
gi|388564827|gb|JQ733571.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
CARD|phgb|NC_003197|392418-393876|ARO:3000791|mdsC|Multi-drug_resistance|Multi-drug_efflux_pumps|MDSC,Multi-drug resistance,Multi-drug efflux pumps,MDSC
Flq|QnrB67_1_KC580656|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
749|AY618461.1|AY618461|Glycopeptides|VanA-type_resistance_protein|VANHA,Glycopeptides,VanA-type resistance protein,VANHA
Bla|OXA-349_1_KF297578|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|SHV-59|AY790341|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Rif|NC_010611.6233925|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
gi|397648609|gb|JX025021.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|CMY-21|DQ139328|1-1146|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
